, C0,Dr No,Date Reported,Date Occurred,Time Occurred,Area Code,Area Name,Rpt Dist No,Part 1-2,Crime Code,Crime Description,Modus Operandi,Victim Age,Victim Gender,Victim Descent,Crime Location,Case Status,Street Address,Latitude,Longitude,Weapon Description,Cross Street,Age Group,Delay,Delay Category,Week Period,Month Period,Time Slot
83,6540,200204752,2020-01-15,2020-01-15,1970-01-01 15:00:00,2,Rampart,265,2,624,Battery - Simple Assault,0913 0416 0446 2011 1252 1817,44,Female,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,7th St,34.0559,-118.2756,Strong-arm,WESTLAKE,Adult,0,1 day,2020-01-13,2020-01-01,14-16
84,6563,200304849,2020-01-15,2020-01-15,1970-01-01 11:15:00,3,Southwest,393,1,236,Intimate Partner - Aggravated Assault,0913 0408 0448 0321 0329 1814 2000,25,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,3100 Stocker St,34.0085,-118.3274,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
85,6936,201904838,2020-01-15,2020-01-15,1970-01-01 20:30:00,19,Mission,1967,2,624,Battery - Simple Assault,0448 0444,39,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,13800 Kelowna St,34.2423,-118.4316,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,20-22
86,7036,200105103,2020-01-16,2020-01-13,1970-01-01 06:50:00,1,Central,111,1,440,Theft Plain - Petty,2032 1822 0344,30,Female,Other Asian,Street,Invest Cont,600 N Broadway,34.0586,-118.2402,Data Missing,Data Missing,Adult,3,3-7 days,2020-01-13,2020-01-01,6-8
87,7372,201205075,2020-01-16,2020-01-16,1970-01-01 11:50:00,12,77th Street,1232,2,626,Intimate Partner - Simple Assault,2000 1814 0913 0416 0446 0448 0444 0429,35,Female,Black,Motel,Invest Cont,2800 W Slauson Av,33.9891,-118.3236,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
88,8068,210804520,2020-01-17,2020-01-17,1970-01-01 17:15:00,8,West LA,884,1,310,Burglary,0216 1309 0202 0378 1420 0321 0389 0344 0352 1822,52,Male,White,Single Family Dwelling,Invest Cont,2500 Westwood Bl,34.0389,-118.4274,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
89,8075,201205179,2020-01-17,2020-01-17,1970-01-01 15:30:00,12,77th Street,1269,1,421,Theft From Motor Vehicle - Attempt,1822 0342 0216 0345 0380 0329,40,Female,Hispanic/Latin/Mexican,Street,Invest Cont,8000 Wadsworth Av,33.9665,-118.2586,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,14-16
90,8117,201504941,2020-01-17,2020-01-17,1970-01-01 12:10:00,15,N Hollywood,1591,2,740,Vandalism - Felony,1300 0329,67,Female,White,Parking Lot,Invest Cont,12100 Ventura Bl,34.1436,-118.3953,Data Missing,Data Missing,Old,0,1 day,2020-01-13,2020-01-01,12-14
91,8129,201205133,2020-01-17,2020-01-01,1970-01-01 14:00:00,12,77th Street,1256,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,900 W 74th St,33.9727,-118.2893,Data Missing,Data Missing,Unknown,16,8-30 days,2019-12-30,2020-01-01,14-16
92,8564,201405017,2020-01-18,2020-01-18,1970-01-01 20:53:00,14,Pacific,1425,1,648,Arson,1501 1402,0,Unknown,Unknown,Street,Invest Cont,11300 National Bl,34.0263,-118.4314,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,20-22
93,8650,201804990,2020-01-18,2020-01-18,1970-01-01 23:00:00,18,Southeast,1834,1,235,Child Abuse  - Aggravated Assault,1300 0416 0913,14,Female,Hispanic/Latin/Mexican,Alley,Adult Arrest,1100 E 107th St,33.9393,-118.2565,Brass Knuckles,Data Missing,Teenager,0,1 day,2020-01-13,2020-01-01,22-24
94,8744,200404723,2020-01-19,2020-01-19,1970-01-01 21:40:00,4,Hollenbeck,457,2,624,Battery - Simple Assault,0400 0416 1822,18,Female,Hispanic/Latin/Mexican,Restaurant/fast Food,Invest Cont,300 N Soto St,34.0468,-118.2078,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,22-24
95,8782,201205283,2020-01-19,2020-01-19,1970-01-01 14:00:00,12,77th Street,1243,2,624,Battery - Simple Assault,0356 1253 0319 0432 1822 0910,23,Female,Black,Mta Bus,Invest Cont,Florence Av,33.979,-118.3112,Strong-arm,ARLINGTON                    AV,Adult,0,1 day,2020-01-13,2020-01-01,14-16
96,8859,200305080,2020-01-19,2020-01-19,1970-01-01 08:00:00,3,Southwest,398,2,626,Intimate Partner - Simple Assault,2000 0431 1814,24,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,500 W 41st Dr,34.0087,-118.284,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,8-10
97,8911,200604845,2020-01-19,2020-01-19,1970-01-01 01:15:00,6,Hollywood,657,2,624,Battery - Simple Assault,0400 0416,27,Female,Hispanic/Latin/Mexican,Night Club (open Evenings Only),Invest Cont,5500 Santa Monica Bl,34.0908,-118.3092,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,0-2
98,9127,201205302,2020-01-19,2020-01-19,1970-01-01 00:10:00,12,77th Street,1203,2,901,Violation Of Restraining Order,2038 0913 1309,24,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,1600 W 45th St,34.0028,-118.3067,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,0-2
99,9138,201604784,2020-01-19,2020-01-15,1970-01-01 12:30:00,16,Foothill,1655,2,930,Criminal Threats - No Weapon Displayed,0913 0421,60,Female,White,Single Family Dwelling,Invest Cont,10100 Janetta Wy,34.2541,-118.3664,Verbal Threat,Data Missing,Adult,4,3-7 days,2020-01-13,2020-01-01,12-14
100,9171,200105347,2020-01-20,2020-01-20,1970-01-01 22:05:00,1,Central,164,2,753,Discharge Firearms/shots Fired,1414 1407 1822 1100,0,Unknown,Unknown,Street,Invest Cont,600 S Spring St,34.046,-118.2509,Unknown Firearm,Data Missing,Unknown,0,1 day,2020-01-20,2020-01-01,22-24
101,9506,201504976,2020-01-20,2020-01-20,1970-01-01 16:45:00,15,N Hollywood,1526,2,946,Other Miscellaneous Crime,1300 0321,40,Male,Black,Parking Lot,Invest Cont,6000 Lankershim Bl,34.1794,-118.3834,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,16-18
102,9527,201805041,2020-01-20,2020-01-20,1970-01-01 00:01:00,18,Southeast,1851,1,330,Burglary From Vehicle,1212 1609 1302 0344 1307 1822,32,Female,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,700 W 134th St,33.9103,-118.2872,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,0-2
103,9537,201904865,2020-01-20,2020-01-20,1970-01-01 22:15:00,19,Mission,1951,2,930,Criminal Threats - No Weapon Displayed,0913 0421,54,Female,Black,Motel,Adult Other,10600 N Sepulveda Bl,34.261,-118.4698,Verbal Threat,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,22-24
104,9960,200604944,2020-01-21,2020-01-17,1970-01-01 17:00:00,6,Hollywood,657,2,745,Vandalism - Misdeameanor,0329 1300 1307,28,Female,White,Street,Invest Cont,Santa Monica,34.0908,-118.3136,Data Missing,WILTON,Adult,4,3-7 days,2020-01-13,2020-01-01,16-18
105,55,200404012,2020-01-01,2020-01-01,1970-01-01 02:30:00,4,Hollenbeck,445,2,762,Lewd Conduct,2004 0500 0528 0529 1822,36,Female,Black,Other Business,Invest Cont,2000 Marengo St,34.0571,-118.2084,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
106,185,201804023,2020-01-01,2020-01-01,1970-01-01 01:40:00,18,Southeast,1802,2,626,Intimate Partner - Simple Assault,2000 1813 0400 2033,34,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,300 W 91st Pl,33.9536,-118.2782,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
107,478,200104137,2020-01-02,2020-01-02,1970-01-01 20:00:00,1,Central,158,1,230,Assault With Deadly Weapon- Aggravated Assault,0416 1300 1309 2004 2003 1218 0913 1268,46,Female,Black,Street,Adult Arrest,600 S Central Av,34.039,-118.24,Vehicle,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,20-22
108,638,202104063,2020-01-02,2020-01-02,1970-01-01 16:30:00,21,Topanga,2143,1,442,Shoplifting - Petty Theft,0325,26,Male,Unknown,Department Store,Invest Cont,6400 Fallbrook Av,34.1883,-118.6274,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,16-18
109,912,200704116,2020-01-03,2020-01-03,1970-01-01 00:15:00,7,Wilshire,774,2,888,Trespassing,2004,0,Male,Other,Motel,Invest Cont,1700 S La Brea Av,34.0442,-118.346,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,0-2
110,971,201304147,2020-01-03,2020-01-02,1970-01-01 22:00:00,13,Newton,1385,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,61st,33.9845,-118.2564,Data Missing,CENTRAL,Unknown,1,2 days,2019-12-30,2020-01-01,22-24
111,1155,200100504,2020-01-04,2020-01-04,1970-01-01 00:40:00,1,Central,155,2,946,Other Miscellaneous Crime,1402 0392,0,Unknown,Unknown,Police Facility,Invest Cont,200 E 6th St,34.0448,-118.2474,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,0-2
112,1575,201304167,2020-01-04,2020-01-04,1970-01-01 02:00:00,13,Newton,1351,2,626,Intimate Partner - Simple Assault,2000 0400 0419,28,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,4000 Broadway Pl,34.0111,-118.2774,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
113,1912,201204326,2020-01-05,2020-01-04,1970-01-01 21:00:00,12,77th Street,1207,2,745,Vandalism - Misdeameanor,0329 1307,24,Female,Black,"Vehicle, Passenger/truck",Invest Cont,900 W 51st St,33.9964,-118.2894,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,20-22
114,2297,201604209,2020-01-06,2020-01-06,1970-01-01 22:00:00,16,Foothill,1676,2,745,Vandalism - Misdeameanor,0329 0416 1307 1609 0361,34,Female,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Adult Other,8300 Glenoaks Bl,34.2268,-118.3631,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,22-24
115,2534,200104452,2020-01-07,2020-01-07,1970-01-01 09:20:00,1,Central,192,2,624,Battery - Simple Assault,0444 1266 1822 1300,23,Male,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,200 W Washington Bl,34.0363,-118.2672,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,8-10
116,2669,200804672,2020-01-07,2020-01-07,1970-01-01 22:00:00,8,West LA,836,1,440,Theft Plain - Petty,1822 1202 0344 0346,73,Female,White,Single Family Dwelling,Invest Cont,1800 Parnell Av,34.053,-118.4302,Data Missing,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,22-24
117,2700,201004229,2020-01-07,2020-01-07,1970-01-01 07:00:00,10,West Valley,1015,2,354,Theft Of Identity,0930 1822,33,Female,Other,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,18400 Saticoy St,34.2084,-118.5339,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,6-8
118,3079,200504337,2020-01-08,2020-01-07,1970-01-01 22:00:00,5,Harbor,587,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,2900 S Denison Av,33.7179,-118.2889,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,22-24
119,3430,201604303,2020-01-08,2020-01-05,1970-01-01 09:30:00,16,Foothill,1667,2,624,Battery - Simple Assault,0444 0417,49,Female,Hispanic/Latin/Mexican,Street,Invest Cont,San Fernando Rd,34.2429,-118.3417,Strong-arm,PIERCE                       ST,Adult,3,3-7 days,2019-12-30,2020-01-01,8-10
120,3860,201704426,2020-01-09,2020-01-07,1970-01-01 21:00:00,17,Devonshire,1728,1,330,Burglary From Vehicle,0344 1609,55,Male,Hispanic/Latin/Mexican,Street,Invest Cont,18300 Los Alimos St,34.2655,-118.5317,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-06,2020-01-01,20-22
121,3937,201304491,2020-01-09,2020-01-08,1970-01-01 22:30:00,13,Newton,1346,1,420,Theft From Motor Vehicle - Petty,0344 1300,50,Male,Hispanic/Latin/Mexican,Street,Invest Cont,41st St,34.0093,-118.2521,Data Missing,HOOPER,Adult,1,2 days,2020-01-06,2020-01-01,22-24
122,4021,200104726,2020-01-10,2020-01-10,1970-01-01 13:30:00,1,Central,162,1,310,Burglary,0344 1605 0361 1414,27,Male,Other Asian,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Arrest,800 S Olive St,34.0452,-118.2569,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
123,4510,201404603,2020-01-10,2020-01-09,1970-01-01 15:55:00,14,Pacific,1414,2,860,Battery With Sexual Contact,0448 0500,17,Female,Hispanic/Latin/Mexican,Other Premise,Juv Other,800 Broadway Av,33.9969,-118.464,Strong-arm,Data Missing,Teenager,1,2 days,2020-01-06,2020-01-01,16-18
124,4544,200104762,2020-01-11,2020-01-11,1970-01-01 02:00:00,1,Central,192,1,330,Burglary From Vehicle,1307 0344 0329 1609 1822 0377,32,Male,Other,Parking Underground/building,Invest Cont,1400 S Figueroa St,34.0393,-118.2689,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,2-4
125,4798,202104449,2020-01-11,2020-01-11,1970-01-01 02:20:00,21,Topanga,2115,1,210,Robbery,0325 0421 0329 0945 1822,50,Male,White,Mini-mart,Invest Cont,21600 Roscoe Bl,34.2198,-118.6003,Verbal Threat,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,2-4
126,5206,200604505,2020-01-12,2020-01-12,1970-01-01 01:00:00,6,Hollywood,647,2,626,Intimate Partner - Simple Assault,2000 0400 0444,24,Female,Hispanic/Latin/Mexican,Entertainment/comedy Club (other),Invest Cont,6200 W Sunset Bl,34.0998,-118.3211,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,0-2
127,5448,200104941,2020-01-13,2020-01-13,1970-01-01 16:20:00,1,Central,182,2,930,Criminal Threats - No Weapon Displayed,0917 1266 0416 0371 1309 0906,22,Male,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,1100 S Hope St,34.0423,-118.2631,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
128,5514,200400531,2020-01-13,2020-01-13,1970-01-01 04:30:00,4,Hollenbeck,477,1,761,Brandish Weapon,1402 2004 0400 0448 0416 0334 1822,31,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Arrest,2400 Terrace Heights Av,34.0357,-118.2148,Kitchen Knife,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,4-6
129,6011,200100538,2020-01-14,2020-01-14,1970-01-01 17:30:00,1,Central,162,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344 1822 2032,31,Male,Hispanic/Latin/Mexican,Department Store,Invest Cont,700 W 7th St,34.048,-118.2577,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
130,6473,201804694,2020-01-14,2020-01-12,1970-01-01 14:45:00,18,Southeast,1841,1,440,Theft Plain - Petty,0344 1822,0,Unknown,Unknown,Laundromat,Invest Cont,10800 S Vermont Av,33.9382,-118.2916,Data Missing,Data Missing,Unknown,2,3-7 days,2020-01-06,2020-01-01,14-16
131,6485,201204929,2020-01-14,2020-01-14,1970-01-01 06:15:00,12,77th Street,1231,1,236,Intimate Partner - Aggravated Assault,0913 2000 0408 2034,37,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Arrest,60th St,33.9854,-118.3417,Strong-arm,KENISTON,Adult,0,1 day,2020-01-13,2020-01-01,6-8
132,6545,200204768,2020-01-15,2020-01-15,1970-01-01 17:50:00,2,Rampart,269,2,740,Vandalism - Felony,1822 1310 1313 0329,30,Male,Unknown,Street,Invest Cont,Bixel,34.0496,-118.265,Data Missing,7TH,Adult,0,1 day,2020-01-13,2020-01-01,18-20
133,6632,201000510,2020-01-15,2020-01-15,1970-01-01 12:05:00,10,West Valley,1006,2,624,Battery - Simple Assault,0400 0416 0913 1202,77,Male,Other Asian,Single Family Dwelling,Adult Other,17300 Roscoe Bl,34.2211,-118.5099,Unknown Weapon/other Weapon,Data Missing,Old,0,1 day,2020-01-13,2020-01-01,12-14
134,6875,201504734,2020-01-15,2020-01-15,1970-01-01 18:15:00,15,N Hollywood,1514,2,903,Contempt Of Court,2038,48,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,11900 Vanowen St,34.194,-118.3921,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
135,7250,200904703,2020-01-16,2020-01-15,1970-01-01 18:00:00,9,Van Nuys,904,2,740,Vandalism - Felony,0329,0,Unknown,Unknown,Parking Lot,Invest Cont,15200 Keswick St,34.2103,-118.4634,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,18-20
136,7395,201804888,2020-01-16,2020-01-16,1970-01-01 09:45:00,18,Southeast,1826,2,624,Battery - Simple Assault,0913 1802 0416 0419,45,Female,Black,Elementary School,Invest Cont,1400 E 96th St,33.9491,-118.2479,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
137,7427,201904735,2020-01-16,2020-01-16,1970-01-01 21:00:00,19,Mission,1959,2,626,Intimate Partner - Simple Assault,2000 1814 0416,33,Female,Hispanic/Latin/Mexican,Street,Adult Arrest,Van Nuys,34.2552,-118.4371,Strong-arm,BARTEE,Adult,0,1 day,2020-01-13,2020-01-01,20-22
138,7617,200200521,2020-01-17,2020-01-17,1970-01-01 10:40:00,2,Rampart,256,1,441,Theft Plain - Attempt,0104 0202 0209 0325 0378,0,Unknown,Unknown,Drug Store,Invest Cont,1700 W 6th St,34.0573,-118.2699,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,10-12
139,7695,200504755,2020-01-17,2020-01-17,1970-01-01 18:00:00,5,Harbor,518,1,230,Assault With Deadly Weapon- Aggravated Assault,1100 0430 1822 2033 0906,22,Male,Hispanic/Latin/Mexican,Street,Invest Cont,1500 Lakme Av,33.7935,-118.2607,Unknown Firearm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
140,7818,200604788,2020-01-17,2020-01-07,1970-01-01 11:50:00,6,Hollywood,644,1,440,Theft Plain - Petty,0344 0394,28,Female,Other,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,1400 N Martel Av,34.0962,-118.3506,Data Missing,Data Missing,Adult,10,8-30 days,2020-01-06,2020-01-01,12-14
141,7994,201904766,2020-01-17,2020-01-12,1970-01-01 12:00:00,19,Mission,1984,2,956,Letters- Lewd  -  Telephone Calls- Lewd,1906 1814,39,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,8500 Willis Av,34.2247,-118.4553,Data Missing,Data Missing,Adult,5,3-7 days,2020-01-06,2020-01-01,12-14
142,8042,201205229,2020-01-17,2020-01-17,1970-01-01 20:15:00,12,77th Street,1269,2,626,Intimate Partner - Simple Assault,2000 1813 0913 1309 0416 0446,36,Female,Hispanic/Latin/Mexican,Street,Adult Other,8100 Stanford Av,33.9651,-118.263,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,20-22
143,8156,201804923,2020-01-17,2020-01-17,1970-01-01 21:00:00,18,Southeast,1849,1,210,Robbery,2000 0913 1309 1310 0342 0448 1814 0400 0344 0856,30,Female,Black,Street,Invest Cont,114th St,33.9315,-118.2363,Strong-arm,GRAPE                        ST,Adult,0,1 day,2020-01-13,2020-01-01,20-22
144,8396,200604815,2020-01-18,2020-01-18,1970-01-01 17:00:00,6,Hollywood,636,2,940,Extortion,1259 2040 2041,15,Male,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,1700 N Las Palmas Av,34.1016,-118.3361,Data Missing,Data Missing,Teenager,0,1 day,2020-01-13,2020-01-01,16-18
145,8442,201104738,2020-01-18,2020-01-17,1970-01-01 22:30:00,11,Northeast,1124,1,420,Theft From Motor Vehicle - Petty,0344,48,Male,Hispanic/Latin/Mexican,Street,Invest Cont,3400 Andrita St,34.1191,-118.2403,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,22-24
146,8598,202100526,2020-01-18,2020-01-18,1970-01-01 16:15:00,21,Topanga,2189,1,442,Shoplifting - Petty Theft,1402 0325 0352,22,Female,White,Department Store,Invest Cont,20800 Ventura Bl,34.1665,-118.5859,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
147,8985,201804996,2020-01-19,2020-01-18,1970-01-01 18:00:00,18,Southeast,1827,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,9800 Holmes Av,33.9474,-118.2408,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,18-20
148,9028,201405088,2020-01-19,2020-01-19,1970-01-01 18:25:00,14,Pacific,1494,2,439,False Police Report,1501,0,Unknown,Unknown,Transportation Facility (airport),Adult Arrest,600 World Way,33.943,-118.4035,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,18-20
149,9088,201704828,2020-01-19,2020-01-19,1970-01-01 17:25:00,17,Devonshire,1701,1,442,Shoplifting - Petty Theft,0344 2028 0325 1822 0216 0202,0,Unknown,Unknown,Market,Invest Cont,20200 Rinaldi St,34.2748,-118.5741,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,16-18
150,9178,200105370,2020-01-20,2020-01-20,1970-01-01 17:00:00,1,Central,111,1,310,Burglary,0344 1606 1822,30,Female,Other,Single Family Dwelling,Invest Cont,800 Alpine St,34.0637,-118.244,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,16-18
151,9321,200904834,2020-01-20,2020-01-19,1970-01-01 16:00:00,9,Van Nuys,919,2,740,Vandalism - Felony,0329,29,Female,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,7100 Woodman Av,34.1994,-118.4313,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,16-18
152,9381,201104836,2020-01-20,2020-01-17,1970-01-01 20:00:00,11,Northeast,1162,1,420,Theft From Motor Vehicle - Petty,0344 0329,62,Male,Hispanic/Latin/Mexican,Street,Invest Cont,1200 N Hoover St,34.0935,-118.2846,Data Missing,Data Missing,Adult,3,3-7 days,2020-01-13,2020-01-01,20-22
153,9647,201405159,2020-01-20,2020-01-20,1970-01-01 13:15:00,14,Pacific,1497,1,440,Theft Plain - Petty,2032 0344,53,Female,White,Hotel,Invest Cont,5400 W Century Bl,33.9454,-118.375,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,12-14
154,9699,201205297,2020-01-20,2020-01-20,1970-01-01 05:20:00,12,77th Street,1233,1,210,Robbery,1202 1309 1822 0344 1313 0337 0416 0429 0334 0853,63,Male,Hispanic/Latin/Mexican,Street,Invest Cont,1700 W 60th St,33.9859,-118.3068,Hand Gun,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,4-6
155,9805,200504870,2020-01-21,2020-01-17,1970-01-01 08:00:00,5,Harbor,566,2,755,Bomb Scare,0404,0,Unknown,Unknown,Specialty School/other,Juv Arrest,400 W 9th St,33.736,-118.2857,Verbal Threat,Data Missing,Unknown,4,3-7 days,2020-01-13,2020-01-01,8-10
156,12,200104047,2020-01-01,2020-01-01,1970-01-01 09:05:00,1,Central,153,2,623,Battery Police,2004 1212 0917 0910 1822 0417 2048,0,Unknown,Unknown,Mta - Red Line - Pershing Square,Invest Cont,500 S Hill St,34.0488,-118.2518,Strong-arm,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,8-10
157,585,201204153,2020-01-02,2020-01-02,1970-01-01 11:29:00,12,77th Street,1265,2,740,Vandalism - Felony,0329,59,Male,Black,"Vehicle, Passenger/truck",Invest Cont,1500 W 80th St,33.9664,-118.3025,Concrete Block/brick,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,10-12
