,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
8234,200404673,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2100,4,Hollenbeck,463,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,200 S  CUMMINGS                     ST,34.0446,-118.2155,,,,,
8235,200404676,2020-01-18T00:00:00.000,2020-01-12T00:00:00.000,1900,4,Hollenbeck,437,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,IC,Invest Cont,510.0,,2100    ALMADALE                     AV,34.0679,-118.1918,,,,,
8236,200404682,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1500,4,Hollenbeck,404,2,662,"BUNCO, GRAND THEFT",1916,34,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,662.0,,500    COLEMAN                      AV,34.103,-118.186,,,,,
8237,200404694,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1415,4,Hollenbeck,438,1,310,BURGLARY,0329 1610,45,M,W,221.0,PUBLIC STORAGE,IC,Invest Cont,310.0,,4800    VALLEY                       BL,34.0757,-118.1711,,,,,
8238,200404695,2020-01-18T00:00:00.000,2020-01-14T00:00:00.000,1940,4,Hollenbeck,407,1,310,BURGLARY,0342 1309 0344 1822,43,M,W,221.0,PUBLIC STORAGE,IC,Invest Cont,310.0,,4500    HUNTINGTON DR,34.0881,-118.1877,,,,,
8239,200404697,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1040,4,Hollenbeck,478,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 1810,29,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,3400    PERCY                        ST,34.0287,-118.1999,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8240,200404715,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,553,4,Hollenbeck,464,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,49,F,H,108.0,PARKING LOT,IC,Invest Cont,740.0,,2200    MICHIGAN                     AV,34.0462,-118.2114,,,,,
8241,200404747,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1620,4,Hollenbeck,418,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,48,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,740.0,,3900    PUEBLO                       AV,34.0914,-118.1771,,,,,
8242,200404770,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1620,4,Hollenbeck,462,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814 0913,36,F,H,101.0,STREET,AA,Adult Arrest,901.0,,600 S  BOYLE                        AV,34.0386,-118.2201,,,,,
8243,200504743,2020-01-18T00:00:00.000,2020-01-02T00:00:00.000,1200,5,Harbor,521,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,IC,Invest Cont,420.0,,GAFFEY                       ST,33.7694,-118.2955,,,CAPITAL                      DR,,
8244,200504744,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1,5,Harbor,529,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1100 1822,39,M,H,203.0,OTHER BUSINESS,IC,Invest Cont,251.0,,900    NICHOLSON                    AV,33.7836,-118.2223,106.0,UNKNOWN FIREARM,,,
8245,200504746,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,100,5,Harbor,525,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1218 1309 1820 1240 1310 0446 2002,45,F,B,101.0,STREET,IC,Invest Cont,624.0,,100 W  E                            ST,33.7756,-118.2621,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8246,200504752,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,700,5,Harbor,567,1,330,BURGLARY FROM VEHICLE,0326 0329 0358 1300 1309,48,M,W,101.0,STREET,IC,Invest Cont,330.0,,400 W  22ND                         ST,33.7243,-118.2858,,,,,
8247,200504753,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1700,5,Harbor,528,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 0377 2032,40,M,H,406.0,OTHER STORE,IC,Invest Cont,440.0,,1100    SANFORD                      AV,33.7853,-118.2506,,,,,
8248,200504756,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1600,5,Harbor,526,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,200 W  G                            ST,33.7785,-118.2636,,,,,
8249,200504757,2020-01-18T00:00:00.000,2020-01-02T00:00:00.000,2200,5,Harbor,531,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,1500 W  261ST                        ST,33.786,-118.3032,,,,,
8250,200504759,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1145,5,Harbor,507,2,354,THEFT OF IDENTITY,1822 0922,51,F,O,605.0,AUTOMATED TELLER MACHINE (ATM),IC,Invest Cont,354.0,,1400 W  225TH                        ST,33.8223,-118.3015,,,,,
8251,200504765,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1120,5,Harbor,515,1,761,BRANDISH WEAPON,0432 0334 0443 1402 0602 0913,31,M,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,761.0,998.0,1500    MCDONALD                     AV,33.7929,-118.272,205.0,KITCHEN KNIFE,,,
8252,200504767,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1135,5,Harbor,514,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1240 2000 1218 0446 0913 1261 1238 1814 0416 1310,34,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,626.0,,1200 W  YOUNG                        ST,33.785,-118.2779,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8253,201004709,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2100,10,West Valley,1088,1,310,BURGLARY,1606 0321 0344 0352 1202,63,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,4400    ESTRONDO                     DR,34.1515,-118.5017,,,,,
8254,200704861,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2200,7,Wilshire,785,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2002,59,F,B,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,626.0,,2000 S  RIMPAU                       BL,34.0385,-118.344,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8255,201604769,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1500,16,Foothill,1685,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,29,M,H,101.0,STREET,IC,Invest Cont,331.0,,11400    ARMINTA                      ST,34.2135,-118.3791,,,,,
8256,200804776,2020-01-18T00:00:00.000,2020-01-14T00:00:00.000,800,8,West LA,859,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1251 0344 0385 1822,26,F,A,101.0,STREET,IC,Invest Cont,331.0,,HORNER                       ST,34.0504,-118.3789,,,S  HOLT                         AV,,
8257,200305031,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,1800,3,Southwest,375,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1402 0385,55,F,B,101.0,STREET,IC,Invest Cont,331.0,,WILTON                       PL,34.0108,-118.3152,,,MARTIN LUTHER KING           BL,,
8258,200604969,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,120,6,Hollywood,615,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 0400 1251 2000 1813 0409,30,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,,2700    CAHUENGA                     BL,34.1171,-118.3373,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8259,200604838,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1100,6,Hollywood,676,2,901,VIOLATION OF RESTRAINING ORDER,2000 2038,22,F,A,102.0,SIDEWALK,AA,Adult Arrest,901.0,,800 N  HUDSON                       AV,34.0853,-118.3321,511.0,VERBAL THREAT,,,
8260,201104757,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,915,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0344 1307,63,M,W,101.0,STREET,IC,Invest Cont,330.0,,2300    RIVERSIDE                    DR,34.1034,-118.2524,,,,,
8261,200704873,2020-01-18T00:00:00.000,2020-01-07T00:00:00.000,1800,7,Wilshire,738,2,813,CHILD ANNOYING (17YRS & UNDER),0500 1259 0913 0510,15,F,O,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,813.0,,600 S  JUNE                         ST,34.0621,-118.3347,,,,,
8262,201604743,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,405,16,Foothill,1685,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1822,32,M,H,101.0,STREET,IC,Invest Cont,331.0,,TROOST,34.2121,-118.3867,,,STAGG,,
8263,201904759,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,900,19,Mission,1913,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344,33,F,H,101.0,STREET,IC,Invest Cont,331.0,,DE FOE,34.3112,-118.4587,,,BLEDSOE,,
8264,201104723,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1855,11,Northeast,1151,2,888,TRESPASSING,2004 1501,31,F,B,101.0,STREET,IC,Invest Cont,888.0,,KENMORE                      AV,34.0981,-118.2972,,,SUNSET                       BL,,
8265,200404680,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1800,4,Hollenbeck,497,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,62,M,H,102.0,SIDEWALK,IC,Invest Cont,331.0,,3300 E  OLYMPIC                      BL,34.0191,-118.2081,,,,,
8266,200604920,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,800,6,Hollywood,625,2,664,"BUNCO, PETTY THEFT",0800 0344,52,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,664.0,,6900    LOS TILOS                    RD,34.1108,-118.3398,,,,,
8267,201004729,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2200,10,West Valley,1017,1,330,BURGLARY FROM VEHICLE,0385 1609 1307 1300,40,F,H,101.0,STREET,IC,Invest Cont,330.0,,7300    ANATOLA                      AV,34.2035,-118.5149,,,,,
8268,200105250,2020-01-18T00:00:00.000,2020-01-15T00:00:00.000,1820,1,Central,159,2,354,THEFT OF IDENTITY,1822 0930 0928,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,354.0,,1800    INDUSTRIAL                   ST,34.0358,-118.2345,,,,,
8269,201405027,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1100,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1300 0344,55,F,W,707.0,GARAGE/CARPORT,IC,Invest Cont,331.0,,4200    GLENCOE                      AV,33.9888,-118.4417,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8270,200305010,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,100,3,Southwest,335,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1606 0344 0385 1202,61,M,H,101.0,STREET,IC,Invest Cont,331.0,,2500 W  30TH                         ST,34.0276,-118.3224,,,,,
8271,200804775,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,1615,8,West LA,893,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1210 0344 0385 1822,39,F,W,101.0,STREET,IC,Invest Cont,331.0,,10700    CLARKSON                     RD,34.0334,-118.4183,,,,,
8272,201405105,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2200,14,Pacific,1438,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344,53,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,331.0,,3500    KELTON                       AV,34.0221,-118.4166,,,,,
8273,201504955,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1300,15,N Hollywood,1545,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",,0,M,O,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,951.0,,5400    LAUREL CANYON                BL,34.1687,-118.3965,,,,,
8274,200904785,2020-01-18T00:00:00.000,2020-01-10T00:00:00.000,1200,9,Van Nuys,933,2,354,THEFT OF IDENTITY,0100 0377 0926 1822,47,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,,14600    FRIAR                        ST,34.1857,-118.4509,,,,,
8275,200804851,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1600,8,West LA,895,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0447 0329 1609 1824,0,X,X,720.0,JUNIOR HIGH SCHOOL,JA,Juv Arrest,740.0,,3200    MOTOR                        AV,34.031,-118.411,306.0,ROCK/THROWN OBJECT,,,
8276,200604814,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1700,6,Hollywood,638,1,480,BIKE - STOLEN,0344,33,F,W,411.0,PET STORE,IC,Invest Cont,480.0,,5500    HOLLYWOOD                    BL,34.1038,-118.3151,,,,,
8277,200604802,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,230,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402 1822 0450,0,X,X,101.0,STREET,IC,Invest Cont,230.0,,SCHRADER,34.0998,-118.3325,106.0,UNKNOWN FIREARM,SELMA,,
8278,201104744,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,802,11,Northeast,1139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,0,X,X,403.0,DRUG STORE,IC,Invest Cont,440.0,,5900 N  FIGUEROA                     ST,34.1106,-118.1908,,,,,
8279,201004748,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,5,10,West Valley,1007,1,330,BURGLARY FROM VEHICLE,0344 9999,50,M,O,101.0,STREET,IC,Invest Cont,330.0,,17000    BURTON                       ST,34.2202,-118.503,,,,,
8280,200604824,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1345,6,Hollywood,659,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,27,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,,5100    FOUNTAIN                     AV,34.0966,-118.3049,,,,,
8281,200106788,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2130,1,Central,143,1,330,BURGLARY FROM VEHICLE,1307 0344,26,M,K,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,,400 S  BROADWAY,34.0495,-118.2494,,,,,
8282,200404696,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,100,4,Hollenbeck,412,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1218 0416 0342 0302 0913 0334 0429,42,M,H,152.0,UNDERPASS/BRIDGE*,AO,Adult Other,230.0,,AVENUE 26,34.0819,-118.2204,308.0,STICK,LACY,,
8283,200804850,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1500,8,West LA,823,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0397 1609,0,X,X,118.0,CONSTRUCTION SITE,IC,Invest Cont,745.0,,15100    PCH,34.0385,-118.5258,,,,,
8284,200504770,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1500,5,Harbor,563,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004 0344,0,X,X,406.0,OTHER STORE,AA,Adult Arrest,442.0,,1200 S  GAFFEY                       ST,33.7334,-118.2924,,,,,
8285,200504774,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1730,5,Harbor,507,2,624,BATTERY - SIMPLE ASSAULT,1242 0602 2024 0444 0416 0561 0913,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",JA,Juv Arrest,624.0,,1300 W  227TH                        ST,33.8202,-118.2995,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8286,200904761,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1900,9,Van Nuys,994,1,310,BURGLARY,1608 0321 0344 1202 0358 1414 0352,71,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,13400    CHELTENHAM                   DR,34.1399,-118.4244,,,,,
8287,200504772,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,145,5,Harbor,563,1,310,BURGLARY,0344 1606 1608,39,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,1100 S  MEYLER                       ST,33.7343,-118.2968,,,,,
8288,200600548,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1300,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1402 0400 0430 0342 1100,30,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230.0,998.0,1600 N  LA BREA                      AV,34.0998,-118.3447,102.0,HAND GUN,,,
8289,200504783,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2345,5,Harbor,551,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0913 0429,49,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,,1000 W  1ST                          ST,33.7434,-118.3015,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8290,200405672,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1500,4,Hollenbeck,437,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,721.0,HIGH SCHOOL,IC,Invest Cont,740.0,,4500    MULTNOMAH                    ST,34.0702,-118.188,,,,,
8291,200105260,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1330,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0356 0910 1822,55,M,B,834.0,LA UNION STATION (NOT LINE SPECIFIC),AO,Adult Other,624.0,,800 N  ALAMEDA                      ST,34.0563,-118.2374,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8292,200205304,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,140,2,Rampart,212,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1609 0329,0,F,X,122.0,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,745.0,,OAKWOOD,34.0777,-118.288,,,WESTMORELAND,,
8293,200404667,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,130,4,Hollenbeck,461,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 0400 0416 2002 0913 1814 0344,30,F,H,101.0,STREET,AO,Adult Other,440.0,626.0,1200 E  1ST                          ST,34.0477,-118.2278,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8294,201104764,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1600,11,Northeast,1107,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0913 1402 0603,0,F,W,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,230.0,998.0,6000    FARRINGTON                   LN,34.1276,-118.1886,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8295,200105233,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,730,1,Central,142,2,624,BATTERY - SIMPLE ASSAULT,0416 1601 0340,22,M,W,503.0,HOTEL,AO,Adult Other,624.0,,400 S  FIGUEROA                     ST,34.0535,-118.256,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8296,200604834,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,30,6,Hollywood,668,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0416,23,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),IC,Invest Cont,624.0,,1100 N  WESTERN                      AV,34.0944,-118.3125,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8297,200704847,2020-01-18T00:00:00.000,2020-01-12T00:00:00.000,1234,7,Wilshire,724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,73,M,B,415.0,THE GROVE,IC,Invest Cont,440.0,,100    THE GROVE                    DR,34.0761,-118.3563,,,,,
8298,200804818,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,1600,8,West LA,833,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1202 0344 0352 1221,69,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,341.0,,10800    WILSHIRE                     BL,34.0599,-118.4397,,,,,
8299,200904790,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1115,9,Van Nuys,963,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,56,M,H,101.0,STREET,AO,Adult Other,745.0,,VAN NUYS                     BL,34.1631,-118.4486,,,OTSEGO                       ST,,
8300,200504775,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1730,5,Harbor,507,2,625,OTHER ASSAULT,0912 0602 2024 1259 0356 0554,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,625.0,,1300 W  227TH                        ST,33.8202,-118.2995,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8301,200404677,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1215,4,Hollenbeck,412,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 0554,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,901.0,,2300    HUMBOLDT                     ST,34.0788,-118.2197,,,,,
8302,201004741,2020-01-18T00:00:00.000,2020-01-01T00:00:00.000,600,10,West Valley,1015,2,354,THEFT OF IDENTITY,0377 1822,46,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,,7500    LINDLEY                      AV,34.2066,-118.5273,,,,,
8303,200704853,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2110,7,Wilshire,764,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0361,36,M,H,102.0,SIDEWALK,AA,Adult Arrest,930.0,,1500    HAUSER                       BL,34.0472,-118.3574,511.0,VERBAL THREAT,,,
8304,200804815,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,335,8,West LA,855,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1420,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,,1600    WESTWOOD                     BL,34.0529,-118.4397,,,,,
8305,201004731,2020-01-18T00:00:00.000,2020-01-01T00:00:00.000,1625,10,West Valley,1025,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,440.0,,6900    BALCOM                       AV,34.1962,-118.5206,,,,,
8306,200904764,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,215,9,Van Nuys,933,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004 0400,56,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,745.0,,14600    DELANO                       ST,34.1827,-118.4509,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8307,200504841,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2030,5,Harbor,517,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309 1300,58,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,740.0,,1100    BROAD                        AV,33.7849,-118.2612,,,,,
8308,200804811,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,1431,8,West LA,806,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2014,26,M,W,101.0,STREET,IC,Invest Cont,440.0,,REVUELTA                     WY,34.0792,-118.4396,,,COPA DE ORO                  RD,,
8309,202104786,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,530,21,Topanga,2104,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,9000    CANOGA                       AV,34.232,-118.6006,,,,,
8310,200904774,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1845,9,Van Nuys,974,1,330,BURGLARY FROM VEHICLE,0344 1302 1307,31,F,K,108.0,PARKING LOT,IC,Invest Cont,330.0,,VAN NUYS                     BL,34.1548,-118.4487,500.0,UNKNOWN WEAPON/OTHER WEAPON,HORTENSE                     ST,,
8311,201104782,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,1200,11,Northeast,1124,1,310,BURGLARY,0344,58,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,3100    ESTARA                       AV,34.1181,-118.2412,,,,,
8312,200904780,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1300,9,Van Nuys,938,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,AA,Adult Arrest,510.0,,VICTORY                      BL,34.1867,-118.4225,,,FULTON                       ST,,
8313,200604823,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,200,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417 0429 1822,47,M,W,102.0,SIDEWALK,IC,Invest Cont,230.0,,HOLLYWOOD,34.1016,-118.331,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",WILCOX,,
8314,200604818,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1800,6,Hollywood,679,1,330,BURGLARY FROM VEHICLE,1300 1601 1606 0344,41,M,O,101.0,STREET,IC,Invest Cont,330.0,,1000 N  NORMANDIE                    AV,34.0886,-118.3027,,,,,
8315,200704835,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1140,7,Wilshire,752,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 1501 1402 2004 1822,60,M,O,108.0,PARKING LOT,AO,Adult Other,230.0,998.0,1200 S  LA CIENEGA                   BL,34.0554,-118.3762,212.0,BOTTLE,,,
8316,200804827,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1149,8,West LA,828,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,34,F,B,156.0,VALET,IC,Invest Cont,624.0,,10500    WILSHIRE                     BL,34.0649,-118.4372,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8317,201104722,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2100,11,Northeast,1118,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0426 1813 0913,36,F,H,101.0,STREET,AO,Adult Other,626.0,,FIGUEROA,34.1105,-118.191,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AVENUE 59,,
